"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","type B pancreatic cell differentiation","GO:0003309","false","0.052270055505121676","1.2817470387284353","1","182","1","39530","LOC111137553"
"GO:BP","3-keto-sphinganine metabolic process","GO:0006666","true","0.052270055505121676","1.2817470387284353","1","182","1","39530","LOC111134961"
"GO:BP","regulation of peptide secretion","GO:0002791","false","0.052270055505121676","1.2817470387284353","1","182","1","39530","LOC111137553"
"GO:BP","peptide secretion","GO:0002790","false","0.052270055505121676","1.2817470387284353","1","182","1","39530","LOC111137553"
"GO:BP","glandular epithelial cell differentiation","GO:0002067","false","0.052270055505121676","1.2817470387284353","1","182","1","39530","LOC111137553"
"GO:BP","glandular epithelial cell development","GO:0002068","false","0.052270055505121676","1.2817470387284353","1","182","1","39530","LOC111137553"
"GO:BP","hormone transport","GO:0009914","false","0.052270055505121676","1.2817470387284353","1","182","1","39530","LOC111137553"
"GO:BP","columnar/cuboidal epithelial cell differentiation","GO:0002065","false","0.052270055505121676","1.2817470387284353","1","182","1","39530","LOC111137553"
"GO:BP","epithelial cell development","GO:0002064","false","0.052270055505121676","1.2817470387284353","1","182","1","39530","LOC111137553"
"GO:BP","columnar/cuboidal epithelial cell development","GO:0002066","false","0.052270055505121676","1.2817470387284353","1","182","1","39530","LOC111137553"
"GO:BP","type B pancreatic cell development","GO:0003323","false","0.052270055505121676","1.2817470387284353","1","182","1","39530","LOC111137553"
"GO:BP","protein localization to extracellular region","GO:0071692","false","0.06690992842353058","1.1745094347040743","2","182","1","39530","LOC111137553"
"GO:BP","alditol metabolic process","GO:0019400","false","0.06690992842353058","1.1745094347040743","2","182","1","39530","LOC111131560"
"GO:BP","regulation of cellular localization","GO:0060341","false","0.06690992842353058","1.1745094347040743","2","182","1","39530","LOC111137553"
"GO:BP","mitotic spindle assembly","GO:0090307","false","0.06690992842353058","1.1745094347040743","2","182","1","39530","LOC111134649"
"GO:BP","detection of chemical stimulus involved in sensory perception of taste","GO:0050912","false","0.06690992842353058","1.1745094347040743","2","182","1","39530","LOC111120714"
"GO:BP","sensory perception of taste","GO:0050909","false","0.06690992842353058","1.1745094347040743","2","182","1","39530","LOC111120714"
"GO:BP","detection of chemical stimulus involved in sensory perception","GO:0050907","true","0.06690992842353058","1.1745094347040743","2","182","1","39530","LOC111120714"
"GO:BP","transsulfuration","GO:0019346","true","0.06690992842353058","1.1745094347040743","2","182","1","39530","LOC111132244"
"GO:BP","homoserine metabolic process","GO:0009092","false","0.06690992842353058","1.1745094347040743","2","182","1","39530","LOC111132244"
"GO:BP","epithelial cell differentiation","GO:0030855","false","0.06690992842353058","1.1745094347040743","2","182","1","39530","LOC111137553"
"GO:BP","regulation of hormone levels","GO:0010817","false","0.06690992842353058","1.1745094347040743","2","182","1","39530","LOC111137553"
"GO:BP","nuclear-transcribed mRNA catabolic process, deadenylation-independent decay","GO:0031086","false","0.06690992842353058","1.1745094347040743","2","182","1","39530","LOC111134969"
"GO:BP","protein secretion","GO:0009306","false","0.06690992842353058","1.1745094347040743","2","182","1","39530","LOC111137553"
"GO:BP","homocysteine metabolic process","GO:0050667","false","0.06690992842353058","1.1745094347040743","2","182","1","39530","LOC111132244"
"GO:BP","establishment of protein localization to extracellular region","GO:0035592","false","0.06690992842353058","1.1745094347040743","2","182","1","39530","LOC111137553"
"GO:BP","deadenylation-independent decapping of nuclear-transcribed mRNA","GO:0031087","true","0.06690992842353058","1.1745094347040743","2","182","1","39530","LOC111134969"
"GO:BP","DNA replication-dependent chromatin assembly","GO:0006335","true","0.06690992842353058","1.1745094347040743","2","182","1","39530","LOC111102580"
"GO:BP","glycerol metabolic process","GO:0006071","true","0.06690992842353058","1.1745094347040743","2","182","1","39530","LOC111131560"
"GO:BP","sensory perception of chemical stimulus","GO:0007606","false","0.06690992842353058","1.1745094347040743","2","182","1","39530","LOC111120714"
"GO:BP","regulation of mitotic spindle organization","GO:0060236","false","0.08995203413793919","1.0459890112523513","3","182","1","39530","LOC111134649"
"GO:BP","detection of chemical stimulus","GO:0009593","false","0.08995203413793919","1.0459890112523513","3","182","1","39530","LOC111120714"
"GO:BP","cysteine metabolic process","GO:0006534","false","0.08995203413793919","1.0459890112523513","3","182","1","39530","LOC111132244"
"GO:BP","regulation of spindle organization","GO:0090224","false","0.08995203413793919","1.0459890112523513","3","182","1","39530","LOC111134649"
"GO:BP","peptide transport","GO:0015833","false","0.08995203413793919","1.0459890112523513","3","182","1","39530","LOC111137553"
"GO:BP","detection of stimulus involved in sensory perception","GO:0050906","false","0.08995203413793919","1.0459890112523513","3","182","1","39530","LOC111120714"
"GO:BP","small molecule metabolic process","GO:0044281","true","0.09693481947407265","1.0135201941649719","690","182","8","39530","LOC111120050,LOC111125194,LOC111129477,LOC111131560,LOC111136723,LOC111132244,LOC111134961,LOC111137596"
