"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-1146 0.23064792468356 4 9 "GO:0030705" "cytoskeleton-dependent intracellular transport" 0.753961308972531
-491 0.607548952517823 2 9 "GO:0032196" "transposition" 0.828313830365704
111 0.699304505139323 1 100 "GO:0032502" "developmental process" 0.890632936818145
-12 0.969859831887798 4 80 "GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361;GO:1901575" "aromatic compound catabolic process" 0.995928905317099
-505 0.388404310682819 1 24 "GO:0040007" "growth" 0.753961308972531
794 0.358329285666551 1 11 "GO:0040011" "locomotion" 0.753961308972531
-2 0.991328760390759 3 210 "GO:0042254;GO:0022613;GO:0044085" "cellular component biogenesis" 0.995928905317099
-10 0.967340020217102 3 133 "GO:0042592;GO:0065008" "homeostatic process" 0.995928905317099
-258 0.325475179496454 2 121 "GO:0044248" "cellular catabolic process" 0.753961308972531
8 0.935303961616591 2 839 "GO:0044281" "small molecule metabolic process" 0.995928905317099
7 0.98338142882273 2 81 "GO:0046907;GO:0051641;GO:0051649" "intracellular transport" 0.995928905317099
1572 0.0829851127288091 2 10 "GO:0048646" "anatomical structure formation involved in morphogenesis" 0.54770174401014
77 0.833753315994983 2 61 "GO:0048856" "anatomical structure development" 0.983233755887092
-1894 0.00399640693865115 3 19 "GO:0050877;GO:0003008;GO:0032501" "multicellular organismal process" 0.263762857950976
-197 0.339858399763876 -1 196 "GO:0051186" "obsolete cofactor metabolic process" 0.753961308972531
-389 0.0753761388852809 2 175 "GO:0051276" "chromosome organization" 0.54770174401014
-1088 0.0488683282388301 2 27 "GO:0051301" "cell division" 0.420347468235464
-666 0.182877993289154 2 33 "GO:0051604" "protein maturation" 0.724882335729843
127 0.528110257332365 3 208 "GO:0055085" "transmembrane transport" 0.828313830365704
-1021 0.032862811378602 2 36 "GO:0061024" "membrane organization" 0.420347468235464
-129 0.54914815727314 3 179 "GO:0065003;GO:0043933" "protein-containing complex assembly" 0.828313830365704
-754 0.382967642077483 2 11 "GO:0071554" "cell wall organization or biogenesis" 0.753961308972531
129 0.254042018701592 3 694 "GO:0090304;GO:0006139;GO:0006725;GO:0046483;GO:1901360" "organic cyclic compound metabolic process" 0.753961308972531
-1031 0.138310511182627 3 17 "GO:0140014;GO:0000280;GO:1903047;GO:0048285;GO:0022402" "mitotic nuclear division" 0.652035267003813
0 0.995928905317099 5 5926 "unknown" "unknown" 0.995928905317099
